Image,Benign_Probability,Malignant_Probability,Prediction
a247f8d713532a65d556d826dec5d456189ff41a.tif,0.416907,0.583093,Malignant
a277ab43638c80c4341564be712c2e99b285fdc4.tif,0.418492,0.581508,Malignant
a27ca5689134736c6ea3e4e556df70f13d3743e1.tif,0.428407,0.571593,Malignant
a2ac0b1287d4e554f95e6dc4708e09287a49c840.tif,0.402323,0.597677,Malignant
a2ea3215f0424cec76ae6eea477f4cf58affc411.tif,0.403813,0.596187,Malignant
a34a14356771427eb2a7f7f536265b70a555646c.tif,0.443734,0.556266,Malignant
a3dfa7cc2729e284f29ab201946268c20a682558.tif,0.410587,0.589413,Malignant
a3e865e697bd227e0b922c46a95cddd5cba21ba3.tif,0.41848,0.58152,Malignant
a40788176622ac12b998cc8922f0caae7d2a54ae.tif,0.423256,0.576744,Malignant
a435b5ebbe9ea6358fc3f9482a9c420ef1df320e.tif,0.406363,0.593637,Malignant
a4621702744371f7d382e5aca92e6547c7d13948.tif,0.417022,0.582978,Malignant
a495099d83eb3864929c1780c909b348132e3948.tif,0.442331,0.557669,Malignant
a4c266bec6608661a3ad08103c9a91b922e29d36.tif,0.425824,0.574176,Malignant
a4cf64216f7672b19b459d1be175c898ec214661.tif,0.4197,0.580301,Malignant
a4d3ee9a748a9b4ac142abca575ef045e495ff31.tif,0.4354,0.5646,Malignant
a4d427848abec589ddaeb82a2b4cbe0c064fe496.tif,0.412142,0.587858,Malignant
a4ec423e9f5529f50bfbf88f3fbbd5c25fce7973.tif,0.413116,0.586884,Malignant
a4f4357240bab00fa38b5d4136c82dc2dcec7cf3.tif,0.402821,0.597179,Malignant
a5010fa3e28c8dd23c3dfb19bf61cc9ccdf844c8.tif,0.414204,0.585796,Malignant
a511e4bf53ae2985249871711ba6bdddc1209946.tif,0.406049,0.593952,Malignant
a527f46955de1c7aa96f7e5b7b1d6a727d6c97d7.tif,0.411296,0.588704,Malignant
a5497b3fdf32407f93901469115b787d33d2bf0a.tif,0.431335,0.568665,Malignant
a56e63ad038a5130d9e8ab32ebc26f1bbbd47311.tif,0.396192,0.603808,Malignant
a5901b41cb361b8bdb4cfcfd33f076418842dff2.tif,0.419945,0.580055,Malignant
a5a3d193514f6a880cfcb848b9e1c2f206e44cb9.tif,0.43968,0.56032,Malignant
a60a2c710d05e720b4def8a0b6b4eec238882823.tif,0.413641,0.586359,Malignant
a69d632da2c4c198e35e1f2a6c8001970c1443a4.tif,0.414408,0.585592,Malignant
a6cccfb723c6461565de7336a10aeb6e5b0c86e8.tif,0.419926,0.580074,Malignant
a6e39cb25958b12a87a4da9ace76e74b5188fc6c.tif,0.422853,0.577147,Malignant
a6ef5987d168b04d05b7755334dc4b56f0641d01.tif,0.411056,0.588944,Malignant
a6f428dd2075a831fdcd238945b3e337de3b73ab.tif,0.413822,0.586178,Malignant
a7414d9d32b2ebfede463a62231691c09a718301.tif,0.415152,0.584848,Malignant
a75fb96c5cfd975ab91044d2f24346873489ff16.tif,0.430333,0.569667,Malignant
a78468db52f5a783de0cfe78309284d9b1fe9859.tif,0.418112,0.581888,Malignant
a806c620c18109c6aacd4ae57330c6898d8e6cfd.tif,0.414855,0.585145,Malignant
a895806ebc16cdff95d438282cff7597c618ec4d.tif,0.420055,0.579945,Malignant
a8b3009353710771ae8410b3dbf12b2a5bf6e70b.tif,0.420471,0.579529,Malignant
a8ffb6bd3255a420007e22b97b66c7427c13acf3.tif,0.404353,0.595647,Malignant
a96009f5c94e79f56907155a948e0edaaaedeb0a.tif,0.418037,0.581963,Malignant
a974bb17f272d09071ef00e11e151c51b025539a.tif,0.415481,0.584519,Malignant
a97fc41cd4fd2cd0fb9948c8af4799ce4990ef22.tif,0.426652,0.573349,Malignant
a98b0a4b7d5017100ef140a58b464c9fc704d08e.tif,0.397789,0.602211,Malignant
a9cd8215bf895cd1a1fc9158ca5232c3c4bf9cf0.tif,0.425548,0.574452,Malignant
a9cfcc53eada2352a7b09c78893cdb6728a6ed8d.tif,0.43876,0.56124,Malignant
a9f7f612736ebf2fb47cd83ce0c368d3a480aeb2.tif,0.422745,0.577255,Malignant
aa6deb2ad1d3c2a4dda9da94adaa6abcf5808a30.tif,0.412833,0.587167,Malignant
aab85ca3235b961f7c8f9bd2d400083c9fc0d44d.tif,0.414596,0.585404,Malignant
ab0be0041b2c030e7152f0f991c9f46e7ae00768.tif,0.402541,0.597459,Malignant
ab1040689be3100fb84424b5af9042198be93ce4.tif,0.424539,0.575461,Malignant
ab4125fff0aa4a8f6ec1624e57c87b69c8c7feaa.tif,0.414452,0.585548,Malignant
ab999642f7ae64e93cb79607a32b7510784b2472.tif,0.421111,0.578889,Malignant
ab9bd7b1661fbb024640c2b0a61b18b1cdf90f33.tif,0.415102,0.584898,Malignant
abff15ebbc4368ae31b9cc22f49312c5dcf643e3.tif,0.428884,0.571116,Malignant
ac2b480f7338a130d538e66262cf72ac9ed7f21b.tif,0.412531,0.587469,Malignant
ac451a49b1fc8765bfbe4def3382aabdc779786e.tif,0.443929,0.556071,Malignant
ac6fe4954c227690504299ab6db36499ceeebe01.tif,0.431299,0.568701,Malignant
acb95fdfe0821764332629f43383eba3bf8588e2.tif,0.413006,0.586994,Malignant
ad256f4cfa95b744a6a3e51d64701f6ad5a48a1c.tif,0.427168,0.572832,Malignant
ad5f8350740da73baa13dd2a5343faeb0df77738.tif,0.426175,0.573825,Malignant
ad639f2564c90d5a3e89d9e50151106c3069c90b.tif,0.39549,0.60451,Malignant
ad845d11d123bb01b1ae7f3890cc7a32d8a37933.tif,0.413453,0.586547,Malignant
adb27298482ecc2623aa1fb27c6a9b484d9e51d0.tif,0.411482,0.588517,Malignant
add53c19457fec73eb05603ea4b50c269fcc8e1f.tif,0.428348,0.571652,Malignant
aeb3418f9fc15c1fc4861fb5a70057443f057d18.tif,0.42488,0.57512,Malignant
aeb4ea0865267566b1503930ba1763d284651bfc.tif,0.418858,0.581142,Malignant
aecb0c73dcfccb0f968d17c971268456489aa8c5.tif,0.42295,0.57705,Malignant
aed0fcd7149b3700c424a06edcfe392824d38919.tif,0.412655,0.587345,Malignant
af698df171c101ed05128aff4099e3f87f1ba2fb.tif,0.398508,0.601492,Malignant
af73e0ee1ed552ecbe4c0d16a9a776bcc09a15a9.tif,0.40506,0.59494,Malignant
afb4c6c661ce9e284b153ba1d5be1fe7a78c8b31.tif,0.407324,0.592676,Malignant
b03ca203136443f3e55904bc65e0535c5d6e9d23.tif,0.418817,0.581183,Malignant
b0d4889931033989e28f4d7e86177724c40046f4.tif,0.412079,0.587921,Malignant
b0fafacb614a39c8c89d8ce6c377f3b487bff4f3.tif,0.418435,0.581565,Malignant
b103d028d38794424461ca77e76bb4b979f847fe.tif,0.425006,0.574994,Malignant
b217de010ddf605b0f4861ab4b7b59d5fb28e3e7.tif,0.416253,0.583747,Malignant
b28204cc9bb3c0963e808d73fc99e86a79919335.tif,0.41159,0.58841,Malignant
b2957fbabe67f749c1d57792607e8f88b622195a.tif,0.404312,0.595688,Malignant
b2e15ed83f721ae3fb6c266f883cc82f8137ba7e.tif,0.410718,0.589282,Malignant
b2e417b080d9ace9b9c5699522065c5cf9a8cfd1.tif,0.413232,0.586768,Malignant
b2ea93b4581009eb51bde70830e1a717a8c8e4d9.tif,0.422753,0.577247,Malignant
b304d20b4384247a1388944e5d168219740fcf9c.tif,0.420045,0.579955,Malignant
b33d131a5ec1e9324af9e59be3d08daa08f1d01e.tif,0.410229,0.589771,Malignant
b37b5aa9e155d6702f2aacdd12a38bacb13b6ff8.tif,0.429496,0.570504,Malignant
b3b7f2962ead3d520edfd840ac540cbae7923e78.tif,0.422862,0.577138,Malignant
b3c8520a82ef6eb15506ac921746e0677f21b68c.tif,0.406315,0.593685,Malignant
b44eca78a48cdf0f0438530fdd2dc339ca34eed2.tif,0.433121,0.566879,Malignant
b4c31b0b47df20d0d763688ff48cae38918d0241.tif,0.418871,0.581129,Malignant
b4ff722d947f877aae116999cb6c78586f88d3bb.tif,0.431376,0.568624,Malignant
b53ea045d693a2ae3a09e5314175d3b7bb98db10.tif,0.434838,0.565162,Malignant
b58b8c1d6e6f93a0d8bdc910d22513783005f556.tif,0.422927,0.577073,Malignant
b5f83a512a509eb1bf7066f1ed1bcf0a9d674b74.tif,0.419239,0.580761,Malignant
b6aaf9c5415dd9444e70ff79ade9183e55e2a191.tif,0.423121,0.576879,Malignant
b6c7fccde21fcadf0f7825fa18e0aaf5d588cffb.tif,0.421142,0.578858,Malignant
b6ddc70b091716e5ee4f3c985b4aec86d46b2dfc.tif,0.414595,0.585405,Malignant
b712cc2eaa5222ecd1964ed1034d785c7ff47da4.tif,0.436865,0.563135,Malignant
b73a98d27fb8b50873ff22d0ff1e6f1caac91dbc.tif,0.432326,0.567674,Malignant
b758d2fc385e6694f02053f4ac6dab295bf5b731.tif,0.409869,0.590131,Malignant
b77f2dca4ff6d8a67d32e3fe634164ac35c185ae.tif,0.415766,0.584234,Malignant
b7d1047945419c3b9e3f7a9e4e67e2c2afc57e78.tif,0.426653,0.573347,Malignant
b7d525adf8da7bed4d3175574a7b4b6f15cb5880.tif,0.433866,0.566134,Malignant
b7e2bc77f2cf29ab75243fb49834ccdafbce5a7c.tif,0.425866,0.574134,Malignant
b82614b54a1417c803da3d32bac16d5b4b6274b9.tif,0.40314,0.59686,Malignant
b83d8048b0496d744a14afd87b3a6adc7ff0097a.tif,0.405378,0.594622,Malignant
b85163bb4a94befb417319977b3df2f712759e3c.tif,0.421504,0.578496,Malignant
b89855e577fce23feb51d0506bf094dc69f76d50.tif,0.412409,0.587591,Malignant
b90d2de3fc433afb35ce2056f36ed2720e513376.tif,0.408673,0.591327,Malignant
b987f85e421ff4cb0d5826f5cc99197fc8a00d2d.tif,0.419344,0.580656,Malignant
b9c9f399bafb2c6db2f5e78079750076eb1ad7e7.tif,0.406276,0.593724,Malignant
ba11e0c177b22fcc045374555d192b8e732be06a.tif,0.417972,0.582028,Malignant
ba16af9102f69ff0294069b7415691bba9acb327.tif,0.419114,0.580886,Malignant
ba5163ddbc2f5928ab83275eaa552081cece7b88.tif,0.398401,0.601599,Malignant
ba7a8c6a84531766c5c50cbcf7e5e2f72f789b08.tif,0.423276,0.576724,Malignant
ba917bcca63cd053cfa5f22ab6adda3837996bc7.tif,0.383147,0.616853,Malignant
baacd649b9f58119b8dc6d73d3129ad91c7b70e0.tif,0.426888,0.573112,Malignant
baad4604987012f7847622def3814bdb7c9850d9.tif,0.394933,0.605067,Malignant
bb0fd513952f00887dc0601c2041655f52fa634a.tif,0.420628,0.579372,Malignant
bb2dc2295df4c677b1d06af9384178bedca4ec41.tif,0.417035,0.582965,Malignant
bb2e9714a8a4086ad5875ecec322085de9eee1f1.tif,0.411488,0.588512,Malignant
bb4274fade437f2497201a6b2803071a3131b41a.tif,0.38524,0.61476,Malignant
bb4958bef0ae42e098ce7ab0ff5c81262b0a9db1.tif,0.408227,0.591773,Malignant
bb5f2129794ffda6a1601ad55bf1b75400baeb62.tif,0.42733,0.57267,Malignant
bb67a5f91126e067742d67e9c641f345a0902bb0.tif,0.410129,0.589871,Malignant
bb6e1979aa87a04a3b736be17fe66f26f9b29b95.tif,0.415623,0.584377,Malignant
bc603b207a9a2bd4f08c7121d694df805ebed79d.tif,0.42377,0.57623,Malignant
bc768733cd5c59408c2a7de335fc029b9773c923.tif,0.429454,0.570546,Malignant
bcfd4c2b86bab734d9e46d30c5f6bba13b08c2bd.tif,0.40213,0.59787,Malignant
bdd34b6aed1ff9d429f4c817c7ecc775bfb018d5.tif,0.424538,0.575462,Malignant
bdfdd3cd28500adc3ee0b1d22eb5c05e2d7c81d5.tif,0.416255,0.583745,Malignant
be11603c26d2a0b8cfb23a07ceccd27f9606f14d.tif,0.403285,0.596715,Malignant
be6b7635b2a6af896e710d25505ae9cbf512cda5.tif,0.429736,0.570264,Malignant
beaec0330a88e7c76597cf631baf19a685947f32.tif,0.413,0.587,Malignant
beccf6569c2ff0da34080a61b7490bfbea30b880.tif,0.441315,0.558685,Malignant
bef935ddbb4fcbbb7d966b893ebb175d098efbc4.tif,0.427459,0.572541,Malignant
bf10a733afd33e75262d42bd58af431a27000dcb.tif,0.422589,0.577411,Malignant
bf20505e8ec57a81595386a21f8d3f44f46afcdd.tif,0.40976,0.59024,Malignant
bf42ac76820b9c005ac9cd6574cc9923936d18c1.tif,0.415762,0.584239,Malignant
bfadf46ddf10542a165d351755d7098cecf44803.tif,0.414623,0.585377,Malignant
c0002ebb04d03ee0ee511a18f79009c11ecc3a4a.tif,0.423227,0.576773,Malignant
c0a7e89d054141693604d055c6efd8c87909a24e.tif,0.420248,0.579752,Malignant
c0ba274a7a277d0b907f47b286b602021b0e6bee.tif,0.430557,0.569443,Malignant
c22386b1aeb08358d2fb2901253b0d52983165f5.tif,0.440212,0.559788,Malignant
c22ed4df55b2de3aa3a17f4aa9abab8208529817.tif,0.43012,0.56988,Malignant
c2701b507646a7a537e73a5121712fa24f38d4f2.tif,0.402571,0.597429,Malignant
c286f15cffa5ff24d0cf3bce47f431828c5d6fa6.tif,0.46191,0.53809,Malignant
c3a48a9801d7b7a52f1451007dbee52b4b745a85.tif,0.424216,0.575784,Malignant
c3dfb3e4095bc45514a45c1cee1bb09605756daa.tif,0.422415,0.577585,Malignant
c4b6ff5857bf5df1c771d687b0fe9ec13d4aa43f.tif,0.415649,0.584351,Malignant
c4f9ad1baf7755d52b2c37448ea3773c8520ee7d.tif,0.419418,0.580582,Malignant
c516317c7812dd32e5229b44f1d194135e58f045.tif,0.440721,0.559279,Malignant
c557c7da1146bc1415a020f90772dd915df1587b.tif,0.418732,0.581268,Malignant
c58c14f8b2b74401e3a4ef7c8d77bebd3a236989.tif,0.422117,0.577883,Malignant
c5eec8e3dc31298bb166e11d1565987720116a3c.tif,0.411113,0.588888,Malignant
c617b5bc6c323c8a5ec45d1081341867cabd90ac.tif,0.437296,0.562704,Malignant
c64fe685b24cbe0a8323e3f50052a487d09bccde.tif,0.42387,0.576131,Malignant
c7041596a428d5d59f6a3de0ef83be604357b173.tif,0.428123,0.571877,Malignant
c7160b615fc6b9527d61232f566a57492dc52489.tif,0.398284,0.601716,Malignant
c755f97bd9c8cad15a2d83a6c83cc8ed339d2382.tif,0.416693,0.583307,Malignant
c7cf9e6eca1afba25d80c2c666476b1fafbfd5ac.tif,0.415315,0.584685,Malignant
c82bf2d75598a30b80f30acd335d2e9742579621.tif,0.462148,0.537852,Malignant
c84f35a9bcc8b33642e923b8ab940a3d37a2fda1.tif,0.401556,0.598444,Malignant
c859bf67d3d39da4e1e2df6ee4a7568cf6f25917.tif,0.417735,0.582265,Malignant
c8c61a85795add6e3f720b203bdd61d2ec32d22e.tif,0.416924,0.583076,Malignant
c8cca08a4861ae72de166b5f334c9f887f485a51.tif,0.451604,0.548396,Malignant
c8dd5fb6eb96490bacd9eb7e84789d0b239c63e1.tif,0.407905,0.592095,Malignant
c91d34e63587c94add0451f79fb428428e7033e9.tif,0.427247,0.572753,Malignant
c967176caa4af2f1e448a50854146839fd491d6f.tif,0.416592,0.583408,Malignant
c9d3dfacecf43ed4ffef6060759e012711a99741.tif,0.419607,0.580393,Malignant
ca5c66881a0a45ff05b3acbaac5b87571e1227b7.tif,0.411722,0.588278,Malignant
ca6d68a0e1d2a09c853858a727e25c45f36ab219.tif,0.4228,0.5772,Malignant
caaa5f298171334f0acc5ee12959e722564a4e30.tif,0.413559,0.586441,Malignant
cab7173d7dcd2d4e886e134224d985ff99f87971.tif,0.428104,0.571896,Malignant
cade83d713ac752152815168eee53e920590b608.tif,0.408406,0.591594,Malignant
cb4545ff54865654f27e0f7d6c2fe9c59d9969ce.tif,0.431972,0.568028,Malignant
cb45b6d45fd3e806aa8f03f668d76b64bff05248.tif,0.434032,0.565968,Malignant
cc31411ffb24e46bbd1626f29cf822a66355de20.tif,0.406539,0.593461,Malignant
cc4ada2b4f515ec63e8fcc9f01065d6a453a4760.tif,0.410327,0.589673,Malignant
cc7b6d884c98f3a93aa6506a6402999f066988fc.tif,0.411096,0.588904,Malignant
cce9d7bdf20b37716c692dd7fad7948e28bf12ef.tif,0.414607,0.585393,Malignant
cd295b6d6b2c8c2fb9a9be9fa6e2d642f61fa3b0.tif,0.417083,0.582917,Malignant
cd4687a90a7d3e8ce5baebcde417c36dfb82808a.tif,0.408651,0.591349,Malignant
cd5fb05a0f201bfc4d4129f4e0a923e7cdf3cb32.tif,0.41712,0.58288,Malignant
cdf6448bcd4dccfec05bc67fc7bc316951898d4e.tif,0.406122,0.593878,Malignant
ce218efe1614566b352af8ec9623b2389315ace1.tif,0.416895,0.583105,Malignant
ce9ad70c536374fc861bee7cf3418e35b3d5d6e9.tif,0.420635,0.579365,Malignant
cea95a72c3186f3607f64b797adca343e13294b0.tif,0.407954,0.592046,Malignant
ceafe755f95ae9b2eddbe0649437401a1d0744d3.tif,0.417439,0.582561,Malignant
ceca46fa4ca912d071f4647d77719f1f3e34520e.tif,0.426077,0.573923,Malignant
ced3ed11bf9d4aae333ed5ad9d94a75f32ad653c.tif,0.411048,0.588952,Malignant
cf607b7e9dd7c553ffd9840e10eb7f5defa7b6b9.tif,0.418545,0.581455,Malignant
d084952ca9444c1d8e67834ce45f8b8eb21f27f1.tif,0.404597,0.595403,Malignant
d0acf96b799cfb5c5f7cc52b17d68e1d62cced14.tif,0.437907,0.562093,Malignant
d0e8c21cc54346abfcffc49215022edf7a1354b3.tif,0.428589,0.571411,Malignant
d160cd7df257dab79c89adeef2a372ba4c1d152e.tif,0.431035,0.568965,Malignant
d1f19a2521ca6bfb2c37bddd308ad6429a1dbc70.tif,0.417514,0.582486,Malignant
d20d7a43665f69ff2c289ba7f0a4a7f641c50036.tif,0.424823,0.575177,Malignant
d330699879b6e662723399e0822abb9b5504a108.tif,0.414811,0.585189,Malignant
d372505f3e994fce916f9b0dca7b95bdae7ec5b4.tif,0.41913,0.58087,Malignant
d40b7cd16dceafaa23edb0c99657b42c4c048113.tif,0.435362,0.564638,Malignant
d457f81698deac80163777af2cf97e757cdd9dda.tif,0.428396,0.571604,Malignant
d495aa26f4d396af28ca073b8bd0d913d65998b4.tif,0.421623,0.578377,Malignant
d4d598cc78ae26d8035059c38c3ef174c97afdec.tif,0.411132,0.588868,Malignant
d5b979de06d984937bfae7fac9d8d16783d035c5.tif,0.429877,0.570123,Malignant
d612167b8be7ec551f74f4644168bb1d3e8b3ba3.tif,0.415416,0.584584,Malignant
d61442a5174ca7ba6c574f6ffa63dc74407843d5.tif,0.412693,0.587307,Malignant
d617939818c96e539dd299ea86dddd64080f592b.tif,0.410059,0.589941,Malignant
d64f51ede163bddeae813a0eecc066de80ec31e9.tif,0.418565,0.581435,Malignant
d68da6b2772e7409aebbf01b4e4316a9dd9570b2.tif,0.423139,0.576861,Malignant
d6a16a72d9cbed2bafba64aac07c5d5b168042e8.tif,0.413698,0.586302,Malignant
d7705f79dfa4db4b252ca227bf39e4b07cecb4a0.tif,0.412153,0.587847,Malignant
d78f8bbb4673a2fe2253794e431869de7847935d.tif,0.431421,0.568579,Malignant
d78ff9e8227829ccf729a07812dd75c9d5ba43fd.tif,0.410493,0.589507,Malignant
d7c41ad2dc86ac6fe4907ffdb35d5b1330cc37ac.tif,0.443991,0.556009,Malignant
d7c4a89c1f8baf5539e1561630869913d877791d.tif,0.43364,0.56636,Malignant
d7ce1bcd6eb3547f957a52613c5b72158e1cf354.tif,0.405977,0.594023,Malignant
d7dba96d43a123f6ec05d7be06440c9a579856ca.tif,0.431278,0.568722,Malignant
d8369cbdec89cd3854fca06fa49bb4de96449b06.tif,0.425126,0.574874,Malignant
d8b5b1c1981cd88dfcdcfc797609ef5c5a96f06f.tif,0.413504,0.586496,Malignant
d8b7dfb9181e6bac81b731ae44981690d4e7572f.tif,0.420205,0.579795,Malignant
d8cc55e372c39b34dcfb665e66ea9c0b51588394.tif,0.411386,0.588614,Malignant
d9078d39a789e71e4383c4135752e71d71c30f64.tif,0.415627,0.584373,Malignant
d93f7eb3e885f1e8dd8dcf86ea86e6a7af5bacc1.tif,0.412487,0.587512,Malignant
d98035230bfd4553a9f1a15e2d6f3cc8025184cb.tif,0.435399,0.564601,Malignant
d9ba5b2c643534e9376e1e7593783f9f7b8dd5d4.tif,0.4487,0.5513,Malignant
d9fb21c3175687b8bb5f02d464ecbb59cfe6dac5.tif,0.415625,0.584375,Malignant
da8fc7107196db3b00530069057f4e9d342e5cb6.tif,0.414083,0.585917,Malignant
da9420dedf7fd149c320ba2093ce33645e51f7f3.tif,0.406955,0.593045,Malignant
dac3e10745b396d0c28460a0593a6e4a6d5e0295.tif,0.410732,0.589268,Malignant
dad9a2d9e6c97e6c21fc1b10cef6da49c8972abf.tif,0.39734,0.60266,Malignant
db24a0b08e62c7795874b839bd8e1feb981a1c27.tif,0.418328,0.581672,Malignant
db26793fafb2028bf16fade339dde5fa08227f7e.tif,0.427257,0.572743,Malignant
db5870bd6121fe2ce8e29bbc02ee490d3d2ca3fd.tif,0.414666,0.585334,Malignant
dc25791f02da32d1de5be334216024b9843c0cf4.tif,0.435984,0.564016,Malignant
dc6bb2c6b3d777ec50156b7706baa6bf305d4094.tif,0.430428,0.569572,Malignant
dc89b369b505106e10c6c9302c49172d862c0dc7.tif,0.420436,0.579564,Malignant
dccb762cf82a9c2c2ed4e712e213d70408271d4d.tif,0.42901,0.57099,Malignant
dd4698d03119eb57a740b7c6512cb9d6fc5fa073.tif,0.425663,0.574337,Malignant
dd5b5d9be5d9161db555281a901f702ebd8b03ee.tif,0.41079,0.58921,Malignant
ddcaa7d92fc8d3dbcfe5a10010a1087c2ec2f7ca.tif,0.423326,0.576674,Malignant
ddfb46ab5fb059cbd58ccda74bf7723799a4f9f2.tif,0.432175,0.567825,Malignant
de6bfd1946dd42ade517c8b620f5ad82f0c34a5a.tif,0.409284,0.590716,Malignant
de71ac254737299a5f63d16f85390bc05a62c416.tif,0.424731,0.575269,Malignant
de8017267c226a2deb76cb57b7591e3ea22e7abf.tif,0.42841,0.57159,Malignant
de96478833acf1045a94769fcad51a8f8658d42d.tif,0.437879,0.562121,Malignant
dedb22f0b4e9ece27ae7edccac0ceae2f4bdb586.tif,0.430848,0.569152,Malignant
df1225d9626643caff34480ee2e40155f2dcfab2.tif,0.40991,0.59009,Malignant
dfdb45dd18a782e2d704df164e170d9de392f648.tif,0.420584,0.579416,Malignant
e012a9f6faafae3cfeb4d2bc30062b05ff36db80.tif,0.414352,0.585648,Malignant
e06740288460ade56562aa50d2a1f8ee9d299b23.tif,0.392564,0.607436,Malignant
e06aa3334fba9f7c36dee4aca4b579d2e0d10166.tif,0.408417,0.591582,Malignant
e0aa276c89e19f61ba43d31d6eafed10e42ad44a.tif,0.408814,0.591186,Malignant
e0df73ec83468dac7e0efe4f10362f8bc880af4d.tif,0.448424,0.551576,Malignant
e12c04e52ca74cc5dfad235f81c16a618cb435f7.tif,0.420117,0.579883,Malignant
e14c84b8f03424b89f9fd7cdfa4d3d5fef1ebe87.tif,0.42936,0.57064,Malignant
e15db1da9aa0e82841e8ff85d7bc6f27e88c1316.tif,0.420896,0.579104,Malignant
e213365b735cef9655858d9d99253751391349ec.tif,0.41078,0.58922,Malignant
e213b5b5a5f8145fc746c219ac712e3f121194b2.tif,0.434688,0.565312,Malignant
e21f736aade23bc1db362a22bdf3457269c9488b.tif,0.413818,0.586182,Malignant
e2a2fff05b0402b6c88e0150a3e99bd801e20419.tif,0.404998,0.595002,Malignant
e2cde9e457117ca4f8d8dbc33311b4227a82582d.tif,0.40497,0.59503,Malignant
e341f84ec98f4f9b56e9706b4ec1549633aabe37.tif,0.423242,0.576758,Malignant
e3a19cb2525115a8feca7bc49073affbbc1ef9be.tif,0.423727,0.576273,Malignant
e3d32896b783bba1cd7449640cb5c3d7a749d7a3.tif,0.435034,0.564966,Malignant
e4389fb240b0d0c1c308b1ba7e9938fd4d584017.tif,0.421762,0.578238,Malignant
e4860874239b64a59a5d435123ca498dfa911f04.tif,0.400686,0.599314,Malignant
e48cc97be16be04bc8effbf28df4439a1483a4f5.tif,0.420057,0.579943,Malignant
e4990fba6c855beb5d5e997f55d93fd9dab5e216.tif,0.416302,0.583698,Malignant
e4a77e782497f8f58b2066f3b7a97f5fcd38482b.tif,0.419689,0.580311,Malignant
e4b6d5ac9ce024ed96c9fbf3b8cdf2f90f68ddd3.tif,0.425227,0.574773,Malignant
e4f8d76538209a8436de6d1993c571f336bc4a1f.tif,0.412075,0.587925,Malignant
e576b77fa21e6b24c13599ad75edc89c300228f0.tif,0.423558,0.576442,Malignant
e5d43f87bcf5af4f3254e0b44db4efd32fdd65f9.tif,0.41692,0.58308,Malignant
e5db5431ee9f59e3fd47b7baa52c31836a54b25d.tif,0.425292,0.574708,Malignant
e65398aad2154e921f2430d659d29db37e3213c3.tif,0.458732,0.541268,Malignant
e66af4b5379323ee39d924532110f375b60cbf4f.tif,0.417594,0.582406,Malignant
e6756e8e952b69be7406d22fbb1f3db53a0fa106.tif,0.42019,0.57981,Malignant
e6b9a30781f7a3e282bfe443f67c497389839774.tif,0.404698,0.595302,Malignant
e8670bf56fbd27320a9d00f9c3d130cb89bee215.tif,0.406727,0.593273,Malignant
e8a10e753564bb30ceecb0c6638b878e1822024b.tif,0.432208,0.567792,Malignant
e8a737aec7e51563a25f1ab4459544d6d97c60fa.tif,0.440355,0.559645,Malignant
e8c5d61963d3e5fd9a8bd43c0330872fc60a06df.tif,0.430272,0.569728,Malignant
e9b0f0e7eca8e88c1485a88148c1c6bd8de73fdf.tif,0.416092,0.583908,Malignant
e9b9ccd028ca30179c16b4efcc016318756f052b.tif,0.424997,0.575003,Malignant
ea15b805d645071b6c31f720f0aae5b421fc7066.tif,0.411676,0.588324,Malignant
ea3983fa9d20496d38b6e0d64c1451f754286849.tif,0.435717,0.564283,Malignant
ea3a57c5ae798de7a6be8394acc4cd35e0ad8d32.tif,0.409223,0.590777,Malignant
ea814660864be6ccdef8bab41c84adb122c77c2e.tif,0.418951,0.581049,Malignant
eb53a40f385c82547fc8f5677a42fdc1d7e4e7b5.tif,0.443435,0.556565,Malignant
eb682e9931d06855b88c35d228b8d305898bfbd3.tif,0.41107,0.58893,Malignant
ec22f9661d1ab0b27713697c8027f0f584d758ed.tif,0.414926,0.585074,Malignant
ec3349086b03097eaf0dfd722af2de92392126cb.tif,0.423702,0.576298,Malignant
ecb58472616b3295ee1e1e2208326d9ae8324847.tif,0.418568,0.581432,Malignant
ed0f0ee39c5b240122efc868ad408dc6fda805f8.tif,0.425869,0.574131,Malignant
ed3589c67cd64d72cfc03d007e03ab73894fe8c2.tif,0.415788,0.584212,Malignant
ed4bf6b5286de00d06949a96e5ce008c68e3e1e7.tif,0.408464,0.591536,Malignant
ed67e867f74b2370c44822e94cc45baed5a82026.tif,0.402659,0.597341,Malignant
ed989c978d2192428e5c39f55bbd21ec134b58ed.tif,0.428005,0.571995,Malignant
edc0d46182bae8850f87075799d3366271d86d58.tif,0.410678,0.589322,Malignant
edea6f8a5f4dd5baf75b527fd16e0aacb1545786.tif,0.414367,0.585633,Malignant
ee6c2ccd01fbecd1fe523937cb8aa10804846d48.tif,0.409713,0.590287,Malignant
ee81981abfa01e660f8731c29c10767a6ab00cbd.tif,0.408817,0.591183,Malignant
ef669551ae749279329a879132c088d056bed103.tif,0.406942,0.593058,Malignant
ef8ecba25889e8a5dcfd4aa5a8fc6e10dcd9e41a.tif,0.434117,0.565883,Malignant
efc918cade098c2083e951b4ee7f9ce09e96eea5.tif,0.427042,0.572958,Malignant
f04790615c89e92e8d73c990df4cac1311e26321.tif,0.39833,0.60167,Malignant
f04f4bf04a0e91b4f32395c5fcde81014d06baf6.tif,0.428085,0.571915,Malignant
